id,industry,location,funding_rounds,total_funding_inr,team_size,competitor_density,founder_experience_years,has_patent,success
9808,Travel & Tourism,Assam - Goalpara,4,107389321.30858064,34,15,23,0,1
9809,EdTech,Uttar Pradesh - Faizabad,4,297397242.235242,31,2,8,1,0
9810,Retail,Tamil Nadu - Thoothukudi (Tuticorin),4,192043531.7287386,16,4,18,0,1
9811,FinTech,Kerala - Malappuram,1,30615611.63038261,30,19,7,1,0
9812,Retail,Karnataka - Tumakuru (Tumkur),5,197514229.98159394,27,13,18,0,1
9813,Healthcare,Karnataka - Chamarajanagar,2,70930302.9212394,2,19,0,1,0
9814,Manufacturing,Assam - Sivasagar,2,150293501.9166547,18,13,12,0,0
9815,E-commerce,Tamil Nadu - Tiruchirappalli,3,199462437.33942264,55,23,12,0,1
9816,EdTech,Telangana - Jogulamba Gadwal,4,29412452.53901184,59,12,3,0,0
9817,CleanEnergy,Jharkhand - Dhanbad,2,11478349.215452995,40,2,22,0,1
9818,FinTech,Madhya Pradesh - Sagar,4,40812397.613592476,49,5,24,0,1
9819,Logistics,Bihar - Banka,2,101558032.01722418,3,18,9,0,1
9820,AgriTech,Manipur - Noney,5,330429912.2758752,16,23,22,0,1
9821,Gaming,Tripura - Unakoti,3,130863411.4315841,23,23,10,0,0
9822,AI/ML,Assam - Dima Hasao,4,180416364.60534304,21,19,13,0,1
9823,SaaS,Uttarakhand - Bageshwar,1,23031686.79609895,30,3,4,1,1
9824,Entertainment,Odisha - Balasore,1,39446921.48679358,26,24,12,0,0
9825,DeepTech,Maharashtra - Pune,2,48526908.41955296,44,23,14,0,1
9826,DeepTech,Uttar Pradesh - Amethi (Chatrapati Sahuji Mahraj Nagar),5,127754828.5656803,57,4,16,0,1
9827,Manufacturing,Rajasthan - Nagaur,4,137347970.25341684,25,18,15,0,0
9828,FinTech,Kerala - Thrissur,3,25697629.43396823,35,12,0,0,0
9829,Food & Beverage,Haryana - Jind,5,383109385.2213356,44,3,11,0,1
9830,PropTech,Bihar - Gaya,2,147139394.14207557,22,11,24,0,1
9831,Healthcare,Tamil Nadu - Perambalur,5,323599465.0925992,49,14,19,0,0
9832,AgriTech,Telangana - Yadadri Bhuvanagiri,3,142914997.04842135,3,3,18,0,1
9833,PropTech,Rajasthan - Jhunjhunu,5,329884558.13125277,52,5,20,0,1
9834,DeepTech,Kerala - Malappuram,4,312241305.4499884,17,7,22,0,1
9835,FinTech,Arunachal Pradesh - Papum Pare,2,52537586.70086721,41,20,6,0,0
9836,PropTech,Tamil Nadu - Virudhunagar,3,96961907.04862362,22,17,4,0,0
9837,Entertainment,Mizoram - Lawngtlai,2,119356879.6561971,53,19,7,0,1
9838,D2C Brands,Assam - Dhemaji,4,212859625.76410714,38,3,20,0,0
9839,Web3,Bihar - Araria,3,200584239.20883363,9,1,3,0,0
9840,Web3,Maharashtra - Jalgaon,3,93070613.32916862,59,8,13,0,1
9841,Web3,Himachal Pradesh - Mandi,2,56582890.34567496,15,20,5,0,0
9842,Travel & Tourism,Haryana - Sonipat,5,244531418.3099912,47,5,18,0,1
9843,Logistics,Chhattisgarh - Balrampur,5,79696681.79197638,56,3,3,0,1
9844,Retail,Karnataka - Mysuru (Mysore),1,7968115.396917206,23,20,23,1,1
9845,Gaming,Tripura - Dhalai,1,23310180.274908468,19,17,9,0,0
9846,PropTech,Jammu and Kashmir - Kathua,3,50623009.484046936,59,13,18,0,0
9847,Fashion,Chhattisgarh - Janjgir-Champa,2,11001282.955418292,6,13,9,0,1
9848,FinTech,Telangana - Warangal (Rural),3,190051975.82266665,43,4,12,0,1
9849,FinTech,Madhya Pradesh - Jhabua,2,91481727.48456708,48,18,2,0,0
9850,Logistics,Karnataka - Kolar,4,220685918.87654546,46,6,21,0,1
9851,AI/ML,Punjab - Gurdaspur,1,17228792.652783766,31,2,7,0,0
9852,Web3,Arunachal Pradesh - Kra Daadi,3,72755691.05776963,32,15,9,1,0
9853,EdTech,Gujarat - Porbandar,4,38033710.827009484,10,2,1,1,0
9854,PropTech,Odisha - Koraput,5,399052671.4488271,58,20,0,0,0
9855,Fashion,Uttarakhand - Dehradun,1,12731527.44155755,32,20,9,1,0
9856,Travel & Tourism,Delhi (NCT) - North West  Delhi,2,23554751.24851133,32,16,12,0,1
9857,Fashion,Odisha - Jharsuguda,5,255313175.27974945,42,11,0,0,0
9858,FinTech,Kerala - Kollam,5,149456052.24977306,52,17,22,0,1
9859,Entertainment,Odisha - Malkangiri,4,286273781.47686255,58,23,1,0,0
9860,Gaming,West Bengal - Burdwan (Bardhaman),3,202091665.3604225,10,1,24,0,1
9861,E-commerce,Maharashtra - Bhandara,3,210334343.2579705,38,13,9,1,0
9862,EdTech,Odisha - Khordha,4,240539090.73990014,7,8,3,0,0
9863,Gaming,Mizoram - Serchhip,5,74421146.74991739,56,3,6,0,0
9864,Entertainment,West Bengal - Purulia,1,9770879.346022021,43,14,4,0,1
9865,Fashion,Nagaland - Mokokchung,5,49236085.47508204,27,24,20,0,0
9866,Fashion,Odisha - Cuttack,4,260533880.01701885,11,24,15,1,0
9867,D2C Brands,Jharkhand - Gumla,5,271419091.0789726,7,14,6,0,0
9868,FinTech,Delhi (NCT) - North West  Delhi,5,392869136.8331311,54,21,8,0,1
9869,Automotive,Maharashtra - Washim,5,266315599.31583914,34,14,19,0,1
9870,Fashion,Jammu and Kashmir - Ganderbal,5,118473782.80755861,53,19,24,1,1
9871,CleanEnergy,Haryana - Bhiwani,1,11713571.770285306,46,11,8,0,0
9872,PropTech,Madhya Pradesh - Tikamgarh,2,64839940.45003991,31,12,10,0,0
9873,PropTech,Haryana - Gurgaon,2,39954443.12943849,41,1,23,0,1
9874,Automotive,Chhattisgarh - Bilaspur,3,156388956.29720724,25,1,16,0,1
9875,AI/ML,Gujarat - Vadodara,2,24394422.75445908,29,14,10,0,1
9876,Web3,Haryana - Panipat,2,125876585.77162811,46,18,8,1,0
9877,CleanEnergy,Bihar - Aurangabad,2,114482601.39410634,39,22,18,0,1
9878,Manufacturing,Telangana - Sangareddy,5,301134210.20295155,30,2,7,0,1
9879,AgriTech,Punjab - Barnala,5,387053863.0970865,52,4,4,0,0
9880,D2C Brands,Maharashtra - Solapur,1,53792003.51036012,45,22,5,1,0
9881,PropTech,Tamil Nadu - Kanyakumari,5,320707155.08341384,16,18,18,0,1
9882,AI/ML,Uttar Pradesh - Bhadohi,5,56989202.75514048,9,4,10,0,1
9883,PropTech,Andhra Pradesh - Visakhapatnam,2,151463593.34523574,24,23,22,0,1
9884,DeepTech,Andhra Pradesh - East Godavari,1,21392967.06293562,44,17,1,0,0
9885,PropTech,Odisha - Sonepur,1,41978811.0539399,10,16,2,0,0
9886,Logistics,Uttar Pradesh - Hapur (Panchsheel Nagar),2,153564156.9325093,52,16,1,0,0
9887,Travel & Tourism,Assam - West Karbi Anglong,2,36904531.09844958,12,9,12,0,1
9888,EdTech,West Bengal - Burdwan (Bardhaman),1,7663024.362124577,7,10,10,1,0
9889,Retail,Bihar - Samastipur,4,109119257.64921424,48,7,24,0,1
9890,Gaming,Rajasthan - Pratapgarh,2,33456333.150409065,50,9,10,0,0
9891,EdTech,Madhya Pradesh - Alirajpur,2,110204560.39826186,13,23,12,0,1
9892,Logistics,Bihar - Saran,1,25878096.356709454,57,16,18,0,1
9893,Web3,Assam - Majuli,4,38851794.84952995,35,17,23,0,1
9894,E-commerce,Chhattisgarh - Balod,4,287907057.8883028,22,23,21,0,1
9895,E-commerce,Bihar - Madhubani,3,26131842.338377632,33,24,12,0,0
9896,FinTech,Uttar Pradesh - Farrukhabad,4,101381364.54629035,55,16,0,0,0
9897,Fashion,Uttar Pradesh - Gautam Buddha Nagar,2,46044162.98953426,37,16,12,1,0
9898,Logistics,Maharashtra - Aurangabad,5,33815033.454436645,26,20,5,0,0
9899,Web3,Maharashtra - Chandrapur,1,17392453.05901248,36,21,7,0,0
9900,Web3,Assam - Kamrup,2,132227341.18628241,35,19,18,0,0
9901,Fashion,Assam - Chirang,1,7814606.473516056,20,10,22,0,1
9902,Fashion,Bihar - Nalanda,4,26968183.395561423,38,2,13,0,1
9903,CleanEnergy,Assam - Cachar,1,52551591.14477704,18,3,5,0,0
9904,Healthcare,Andhra Pradesh - YSR Kadapa,2,23338267.827312995,17,7,16,1,1
9905,Retail,Tripura - Khowai,5,164342117.33129615,17,24,1,0,0
9906,Travel & Tourism,Uttarakhand - Pauri Garhwal,2,10321233.103246959,59,2,15,0,0
9907,SaaS,Bihar - Vaishali,3,96535475.52971315,45,13,4,0,1
9908,Manufacturing,Assam - Dhemaji,1,28853133.804288283,5,4,22,0,1
9909,E-commerce,Himachal Pradesh - Kinnaur,2,101905069.33456728,50,15,19,0,1
9910,EdTech,Telangana - Suryapet,4,169728720.02079797,58,18,5,0,0
9911,Manufacturing,Telangana - Yadadri Bhuvanagiri,4,223557538.5244528,31,7,1,1,1
9912,E-commerce,Uttar Pradesh - Pilibhit,2,150378356.68881544,52,18,4,1,0
9913,CleanEnergy,Odisha - Rayagada,3,193914004.3592065,35,7,9,1,1
9914,Fashion,Uttar Pradesh - Balrampur,1,75016304.35354525,6,24,18,0,1
9915,Retail,Chhattisgarh - Balrampur,3,27200793.504223544,34,9,0,0,1
9916,Food & Beverage,Tamil Nadu - Pudukkottai,5,396377122.9779065,59,12,5,0,0
9917,Retail,Himachal Pradesh - Sirmaur (Sirmour),2,58308913.934093915,47,1,24,0,1
9918,PropTech,Telangana - Warangal (Urban),3,77261544.0880226,56,2,15,1,1
9919,Web3,Uttar Pradesh - Shahjahanpur,5,176320595.67013174,10,18,9,0,1
9920,SaaS,Manipur - Jiribam,3,191242877.82922643,18,14,7,1,0
9921,EdTech,Tamil Nadu - Krishnagiri,5,382856782.0957121,13,23,19,1,1
9922,Travel & Tourism,Uttar Pradesh - Auraiya,4,186270702.71198305,25,6,23,0,1
9923,Healthcare,Bihar - East Champaran (Motihari),4,66316211.19209188,57,11,20,0,1
9924,Travel & Tourism,Bihar - Rohtas,2,42108145.16629338,56,19,18,1,0
9925,Web3,Karnataka - Chamarajanagar,3,106208596.49970222,59,8,19,0,0
9926,DeepTech,Madhya Pradesh - Shivpuri,4,129727160.12791574,53,21,6,0,0
9927,SaaS,Rajasthan - Pali,1,22870250.028536014,13,5,14,1,1
9928,Fashion,Uttar Pradesh - Mirzapur,4,275068465.60864973,16,21,4,1,1
9929,D2C Brands,Gujarat - Gandhinagar,4,104033734.84269428,17,24,3,0,0
9930,AgriTech,Odisha - Kandhamal,3,148369458.9475946,24,7,18,0,1
9931,Retail,Tamil Nadu - Theni,5,204738533.570522,19,23,18,0,1
9932,Gaming,Tamil Nadu - Dindigul,1,74259515.50622962,23,4,9,0,0
9933,FinTech,Haryana - Fatehabad,1,52169029.96988774,47,15,21,0,1
9934,Travel & Tourism,Assam - Kamrup,5,149535047.85880262,45,22,7,0,1
9935,Logistics,Punjab - Fatehgarh Sahib,3,158705654.25600332,32,1,19,0,0
9936,Healthcare,Rajasthan - Pratapgarh,4,115671958.71129444,44,22,0,0,0
9937,D2C Brands,Maharashtra - Sangli,5,59076100.2650889,16,5,19,0,0
9938,Retail,Bihar - Nawada,1,41390437.88789971,54,17,20,1,0
9939,Web3,Uttar Pradesh - Etawah,1,69514863.5981153,22,13,23,0,1
9940,CleanEnergy,Madhya Pradesh - Seoni,4,292754285.05446184,9,17,12,1,1
9941,EdTech,Tripura - South Tripura,4,183122612.7974636,50,19,6,1,1
9942,EdTech,West Bengal - Purba Medinipur (East Medinipur),2,114928581.51121582,41,4,1,0,0
9943,Travel & Tourism,Delhi (NCT) - South Delhi,5,254009252.63039207,37,17,8,0,0
9944,Web3,Haryana - Panipat,4,263247449.1824462,43,12,18,1,1
9945,AI/ML,Madhya Pradesh - Betul,2,25483700.33977547,39,23,8,1,0
9946,Entertainment,Madhya Pradesh - Dhar,3,105308710.03412314,7,18,16,1,0
9947,PropTech,Karnataka - Ballari (Bellary),1,23981054.780195102,18,11,24,0,0
9948,D2C Brands,Jammu and Kashmir - Anantnag,5,27465960.856947545,41,4,22,0,1
9949,SaaS,Uttar Pradesh - Varanasi,3,201731977.54555476,46,12,17,1,1
9950,Food & Beverage,Tamil Nadu - Namakkal,5,75319623.63729717,48,9,9,1,0
9951,PropTech,Mizoram - Lawngtlai,5,146265782.90854546,37,24,22,0,1
9952,EdTech,Odisha - Ganjam,4,280063014.130078,29,18,0,0,0
9953,Automotive,Uttar Pradesh - Varanasi,2,118197630.36335039,58,9,10,0,0
9954,Retail,Punjab - Sahibzada Ajit Singh Nagar (Mohali),5,237892475.5501713,48,1,18,0,1
9955,Retail,Odisha - Koraput,3,84810195.70704915,24,6,22,0,1
9956,Retail,West Bengal - Cooch Behar,5,218245815.6851195,32,19,18,0,1
9957,Automotive,Madhya Pradesh - Umaria,2,18435676.52260814,47,1,1,0,1
9958,Manufacturing,Jharkhand - Bokaro,1,59547308.57070292,12,8,4,0,0
9959,Gaming,Uttarakhand - Tehri Garhwal,5,113993372.53788954,21,6,2,1,0
9960,AgriTech,Telangana - Jogulamba Gadwal,3,122820055.1071584,33,4,12,0,1
9961,Fashion,Tamil Nadu - Salem,1,12085229.877790064,18,3,24,1,1
9962,Healthcare,Uttar Pradesh - Hardoi,1,58309097.6250425,58,13,6,0,0
9963,Food & Beverage,Maharashtra - Sangli,4,288749399.33777535,43,2,10,1,1
9964,FinTech,Maharashtra - Ratnagiri,4,156780903.3328578,39,13,16,1,0
9965,EdTech,Uttar Pradesh - Agra,5,56209553.95068145,7,21,0,1,0
9966,Retail,Bihar - Buxar,3,227641844.0258807,2,15,21,1,1
9967,FinTech,Bihar - Saran,4,154114798.0784499,38,8,3,0,0
9968,Gaming,Maharashtra - Latur,2,22050918.292748712,5,12,0,1,0
9969,E-commerce,Uttarakhand - Rudraprayag,2,38264067.02664751,32,8,8,0,0
9970,E-commerce,Maharashtra - Amravati,1,13988351.071296139,12,19,17,1,1
9971,CleanEnergy,Karnataka - Raichur,1,19814400.223679632,18,9,16,0,0
9972,Healthcare,Jharkhand - Palamu,1,16683969.349820428,8,10,18,0,0
9973,E-commerce,Lakshadweep (UT) - Androth,2,148431642.7679965,53,21,14,1,0
9974,Automotive,Uttar Pradesh - Allahabad,4,82722293.63883439,36,23,9,1,0
9975,Gaming,Gujarat - Rajkot,4,152589999.1257389,3,7,11,0,0
9976,E-commerce,Jammu and Kashmir - Kupwara,5,298704588.954991,41,10,15,1,1
9977,CleanEnergy,Madhya Pradesh - Narsinghpur,3,167318954.11783046,38,3,11,0,1
9978,Fashion,Uttarakhand - Dehradun,2,153469928.34767148,59,2,0,0,1
9979,AgriTech,Madhya Pradesh - Khandwa,1,77452217.21330234,58,7,12,1,0
9980,AgriTech,Jharkhand - Bokaro,3,143406261.04421276,38,10,3,0,0
9981,Travel & Tourism,Tripura - Unakoti,1,61422795.39067988,11,8,19,0,0
9982,AI/ML,Uttar Pradesh - RaeBareli,3,101860186.05663893,13,12,21,1,1
9983,Gaming,Madhya Pradesh - Raisen,3,111581270.05690031,18,20,11,0,0
9984,FinTech,Odisha - Boudh,4,51311429.59475669,47,17,18,0,1
9985,Food & Beverage,Nagaland - Kohima,5,277532325.5358888,27,22,14,0,0
9986,Entertainment,Telangana - Mancherial,5,126478260.96002677,6,9,8,0,1
9987,E-commerce,Rajasthan - Chittorgarh,1,10989598.441230413,6,20,21,1,0
9988,Healthcare,Bihar - Jehanabad,2,24734634.27454494,57,3,6,0,1
9989,AgriTech,Madhya Pradesh - Shivpuri,5,295891354.9931903,39,22,5,0,1
9990,Automotive,Karnataka - Tumakuru (Tumkur),2,44339075.05294635,48,22,8,0,0
9991,FinTech,Andhra Pradesh - Prakasam,1,62748897.71702034,28,4,17,0,1
9992,Web3,Bihar - Madhepura,2,145888000.18839428,6,7,7,0,0
9993,AgriTech,Karnataka - Ramanagara,3,91690976.67925033,9,18,20,0,0
9994,Entertainment,Maharashtra - Solapur,3,193622116.60572773,32,17,17,0,1
9995,Retail,Bihar - Bhojpur,1,37156199.13338329,34,22,12,1,0
9996,PropTech,Nagaland - Dimapur,2,125832506.46529904,22,3,6,0,1
9997,Healthcare,Chhattisgarh - Korba,2,56008460.7509616,36,3,11,0,1
9998,FinTech,Maharashtra - Gadchiroli,1,74861526.60890777,22,13,4,0,1
9999,DeepTech,Delhi (NCT) - Shahdara,5,395202466.93875885,52,17,15,1,1
10000,Retail,Gujarat - Chhota Udepur,4,135845878.03377232,16,18,7,0,1
10001,FinTech,Meghalaya - West Khasi Hills,5,99597701.67925507,37,19,21,1,1
10002,EdTech,Nagaland - Wokha,4,225599259.56782204,58,17,6,1,1
10003,EdTech,Manipur - Kakching,2,97539142.41063695,3,24,0,0,0
10004,Manufacturing,Maharashtra - Aurangabad,4,317440358.3360536,31,16,1,0,0
10005,Manufacturing,Chhattisgarh - Balrampur,4,263478253.0216882,59,16,8,0,1
10006,Gaming,West Bengal - Dakshin Dinajpur (South Dinajpur),2,135265695.46829778,29,22,14,0,0
10007,Healthcare,Assam - Barpeta,3,178458092.25728586,18,1,6,0,1
10008,CleanEnergy,Bihar - Muzaffarpur,4,125236706.84285861,45,14,6,1,1
10009,DeepTech,Manipur - Senapati,1,75188183.76908672,21,15,19,0,1
10010,Entertainment,Kerala - Kannur,5,199626305.4176691,41,4,12,1,0
10011,Automotive,West Bengal - Kolkata,2,69916498.29223788,30,20,3,1,0
10012,Healthcare,Assam - Goalpara,2,39135226.60261585,6,21,18,0,0
10013,Entertainment,Punjab - Fatehgarh Sahib,4,111187109.73557326,26,11,9,0,0
10014,Web3,Uttarakhand - Haridwar,3,15507301.645950543,11,18,3,0,0
10015,D2C Brands,Gujarat - Morbi,3,163478536.5549562,20,17,11,0,1
10016,Retail,Delhi (NCT) - South West  Delhi,5,252049969.07935607,42,9,21,0,1
10017,Manufacturing,Meghalaya - East Garo Hills,5,176137443.0691799,49,21,2,0,1
10018,Manufacturing,Uttar Pradesh - Saharanpur,3,232599129.08928072,2,24,7,0,0
10019,Food & Beverage,Tamil Nadu - Viluppuram,3,170948896.3657484,48,14,16,0,1
10020,PropTech,Andhra Pradesh - East Godavari,3,69611146.78191206,35,3,5,0,0
10021,EdTech,Telangana - Nizamabad,4,133610523.15944181,58,20,12,0,1
10022,AI/ML,Karnataka - Bagalkot,1,43684981.785949565,15,20,17,0,1
10023,SaaS,Madhya Pradesh - Balaghat,5,229507401.02720675,26,22,15,0,0
10024,Retail,Tripura - Gomati,2,51345304.006008595,27,4,10,0,0
10025,Retail,Telangana - Bhadradri Kothagudem,3,71124062.79737787,22,16,13,1,0
10026,Entertainment,Jharkhand - Giridih,3,82370274.30226222,17,21,0,0,1
10027,Fashion,Telangana - Medak,1,77251471.9221986,11,12,11,0,1
10028,Entertainment,Odisha - Sambalpur,3,95893143.67566787,33,21,19,0,0
10029,FinTech,Jharkhand - Sahibganj,5,165303403.93511987,45,8,5,0,1
10030,Gaming,Bihar - Patna,3,177054948.22743034,46,9,6,0,1
10031,PropTech,Rajasthan - Sawai Madhopur,1,17206926.909179874,21,11,10,0,0
10032,SaaS,Tamil Nadu - Virudhunagar,4,212948952.09276918,10,24,0,1,0
10033,Gaming,Madhya Pradesh - Jabalpur,5,274798727.19044834,59,5,2,0,1
10034,AI/ML,Jharkhand - Seraikela-Kharsawan,4,39354478.525947064,35,12,21,1,1
10035,PropTech,Jammu and Kashmir - Srinagar,2,38491779.74689826,32,22,12,0,0
10036,AgriTech,Delhi (NCT) - North East  Delhi,1,39986825.12919931,20,20,5,0,0
10037,Travel & Tourism,Uttar Pradesh - Mainpuri,2,135312614.90161493,48,2,9,0,0
10038,Entertainment,Puducherry (UT) - Karaikal,2,119851489.81678897,32,11,21,0,1
10039,AgriTech,Telangana - Jangaon,2,141017664.45403767,31,11,6,0,1
10040,Gaming,Madhya Pradesh - Raisen,2,137650957.93248612,48,21,10,0,1
10041,Healthcare,Tamil Nadu - Tiruvannamalai,1,43362651.103482455,25,1,22,0,1
10042,AgriTech,Chhattisgarh - Rajnandgaon,4,206685132.48605067,34,17,14,0,1
10043,Gaming,Rajasthan - Tonk,3,222179796.27316555,19,17,23,0,1
10044,Web3,Andhra Pradesh - Vizianagaram,2,121160910.1165256,22,4,10,0,1
10045,SaaS,Jharkhand - Ramgarh,3,95522251.4634032,32,14,17,0,0
10046,PropTech,Maharashtra - Akola,3,93831240.37290753,40,5,0,0,0
10047,AI/ML,Maharashtra - Raigad,2,64993318.62967635,43,4,13,0,1
10048,D2C Brands,Telangana - Nirmal,5,210701194.23243362,42,6,22,0,1
10049,D2C Brands,Manipur - Ukhrul,3,96559801.49288757,52,18,11,0,1
10050,Entertainment,Arunachal Pradesh - Kra Daadi,5,95315883.06490782,44,21,0,0,0
10051,Gaming,Chhattisgarh - Bastar,4,198475723.6361574,5,13,17,0,1
10052,Manufacturing,Mizoram - Saiha,3,210572311.83577046,27,6,16,0,1
10053,PropTech,Punjab - Tarn Taran,1,41941134.70225728,34,15,13,1,1
10054,Logistics,Arunachal Pradesh - Longding,4,85744633.41537823,45,5,11,0,1
10055,EdTech,Karnataka - Tumakuru (Tumkur),4,263915108.62333536,34,6,0,0,0
10056,Entertainment,Jharkhand - Pakur,5,308404080.6056302,50,24,18,1,1
10057,Fashion,Uttar Pradesh - Balrampur,2,115032583.48160227,21,18,3,1,0
10058,Web3,West Bengal - South 24 Parganas,1,55604330.856316686,42,7,4,0,0
10059,SaaS,Dadra and Nagar Haveli (UT) - Dadra & Nagar Haveli,1,63670565.884602375,9,6,4,0,0
10060,DeepTech,Punjab - Nawanshahr (Shahid Bhagat Singh Nagar),5,336348604.45016277,37,8,1,0,0
10061,Logistics,Maharashtra - Satara,5,361826120.1374916,9,24,10,0,0
10062,SaaS,Punjab - Faridkot,4,202979359.14574274,32,5,2,1,1
10063,Food & Beverage,Telangana - Sangareddy,5,172597301.2056002,56,4,7,0,1
10064,FinTech,Telangana - Mahabubnagar,2,23484438.582219347,23,19,1,1,0
10065,Healthcare,Uttar Pradesh - Chandauli,4,236724923.01718998,43,10,3,0,0
10066,Logistics,Uttar Pradesh - Muzaffarnagar,4,62362275.821674146,51,9,6,1,1
10067,Web3,Himachal Pradesh - Shimla,4,280555948.4406452,48,23,24,0,0
10068,Healthcare,Madhya Pradesh - Raisen,1,35440597.71903837,20,1,18,0,1
10069,Web3,Arunachal Pradesh - Kra Daadi,1,70710243.43796226,21,19,18,0,1
10070,AI/ML,Chhattisgarh - Jashpur,4,175542388.96801907,24,12,6,1,1
10071,FinTech,Kerala - Palakkad,2,78022466.55886957,25,19,7,1,0
10072,Food & Beverage,Karnataka - Raichur,3,96803250.56053461,44,13,13,0,1
10073,Manufacturing,Jammu and Kashmir - Kulgam,4,38404117.84889141,25,22,3,0,0
10074,Fashion,Rajasthan - Alwar,5,29322983.014843546,37,15,13,0,0
10075,AI/ML,Punjab - Patiala,3,129455087.30123347,10,2,0,0,1
10076,Fashion,Himachal Pradesh - Mandi,1,72583075.04236723,41,20,4,0,0
10077,DeepTech,Madhya Pradesh - Sehore,1,48958258.397106074,17,12,10,0,1
10078,PropTech,Uttar Pradesh - Varanasi,3,209035022.50456452,28,18,14,1,1
10079,Automotive,Punjab - Faridkot,5,399907833.39509535,46,21,19,0,1
10080,PropTech,Madhya Pradesh - Balaghat,1,18396255.595319092,38,4,13,0,0
10081,Gaming,Uttar Pradesh - Hardoi,1,54468240.63492156,14,20,23,0,1
10082,Retail,Jammu and Kashmir - Jammu,4,145072332.5380695,52,12,12,1,1
10083,AgriTech,Uttar Pradesh - Barabanki,2,41320770.95826972,3,20,6,0,0
10084,CleanEnergy,Tamil Nadu - Thanjavur,5,115338891.501576,13,13,17,1,1
10085,Travel & Tourism,Haryana - Jind,4,93396085.46905738,42,4,5,0,0
10086,Fashion,Punjab - Pathankot,2,119447750.7755515,34,14,19,0,1
10087,Entertainment,Punjab - Ludhiana,1,31625149.186447054,24,21,6,0,0
10088,Retail,Jammu and Kashmir - Srinagar,2,48360144.26956353,15,18,8,0,0
10089,Automotive,Arunachal Pradesh - West Siang,1,71447048.7898358,40,6,22,1,1
10090,FinTech,Uttarakhand - Pithoragarh,4,30303385.957203783,50,1,1,0,0
10091,PropTech,Madhya Pradesh - Chhatarpur,1,60171327.31838064,31,10,7,0,1
10092,EdTech,Tamil Nadu - Coimbatore,2,154083509.98893565,56,18,5,0,0
10093,E-commerce,Chhattisgarh - Narayanpur,4,207692983.2569881,47,19,8,1,1
10094,Food & Beverage,Madhya Pradesh - Ujjain,2,92224443.41367088,50,2,6,0,1
10095,Entertainment,Assam - Dhubri,2,19216987.726281807,35,15,4,0,0
10096,EdTech,Rajasthan - Dungarpur,3,128165732.46254088,10,3,23,0,1
10097,CleanEnergy,Chhattisgarh - Raigarh,1,32105311.187918413,16,8,22,1,1
10098,Manufacturing,Telangana - Warangal (Rural),1,63357544.674080275,25,19,16,0,0
10099,E-commerce,Chhattisgarh - Rajnandgaon,2,131766436.35233544,49,11,20,0,1
10100,Retail,Rajasthan - Nagaur,1,17570183.59416984,42,14,6,0,0
10101,Retail,Madhya Pradesh - Balaghat,5,220841524.62887076,26,16,15,1,1
10102,Food & Beverage,Haryana - Faridabad,1,69495331.37976146,37,10,22,1,1
10103,SaaS,Uttarakhand - Pithoragarh,4,207357990.120067,33,17,10,0,0
10104,AI/ML,Madhya Pradesh - Neemuch,1,41072830.19215134,48,15,13,0,1
10105,Gaming,Puducherry (UT) - Mahe,5,361773089.21595633,22,11,2,1,0
10106,Healthcare,Uttar Pradesh - Lalitpur,2,154973184.99365798,43,8,20,0,1
10107,Logistics,Telangana - Mahabubnagar,1,22645557.810101457,40,8,7,0,1
10108,Automotive,West Bengal - Jalpaiguri,4,74838841.00264063,7,7,14,0,0
10109,Gaming,Madhya Pradesh - Shivpuri,5,349311163.46738493,48,20,24,0,0
10110,CleanEnergy,Karnataka - Shivamogga (Shimoga),3,69663636.71376798,26,12,8,0,0
10111,Manufacturing,Gujarat - Valsad,2,137175788.35929808,3,21,15,0,1
10112,Entertainment,Odisha - Balangir,2,55178056.401773974,32,16,20,0,1
10113,Manufacturing,Bihar - Samastipur,2,12877996.889540996,57,16,17,0,0
10114,Retail,Tamil Nadu - Thanjavur,5,183227184.5188123,31,10,7,0,1
10115,D2C Brands,Lakshadweep (UT) - Kalpeni,1,8027534.089382466,16,22,6,0,0
10116,FinTech,Tamil Nadu - Cuddalore,1,20599338.147080876,19,22,19,0,0
10117,Entertainment,Arunachal Pradesh - Upper Subansiri,1,40952132.266657725,33,7,20,1,1
10118,FinTech,Uttar Pradesh - Siddharth Nagar,1,7887148.398190814,15,4,9,1,1
10119,Healthcare,Telangana - Bhadradri Kothagudem,2,14982211.476148158,19,24,11,1,1
10120,Food & Beverage,Punjab - Moga,3,49908183.28129022,36,2,11,0,1
